shooterID,distance_ten_seconds,distance_total_game,velocity,distance_closest_def,angle_closest_def,distance_second_def,angle_second_def,distance_closest_team,angle_closest_team,shot_distance,shot_angle,offense_hull,defense_hull,catch_and_shoot,result
player_696290,52.56327522,8494.975351,3.305361714,2.248470045,0.320969612,16.48287624,0.832933919,16.68056107,1.196920728,21.90340327,0.07012511,345.7340765,171.6821547,1,0
player_842297,85.87225218,2341.139249,0.942388025,0.782843302,1.067631385,2.216493275,1.26129448,10.34738742,0.810642353,5.096622954,-0.760226635,399.688279,59.40563037,0,0
player_786843,61.77759468,8437.144709,3.258244089,4.138067055,0.039228219,13.91996169,1.10873991,18.51002111,1.544707862,21.56555545,-1.147789452,670.2158979,212.1523478,1,0
player_842297,97.43731011,3098.981931,12.77453045,1.745865303,1.764861995,4.282870086,0.557845206,6.769944568,1.342500689,7.317314495,-1.206195731,222.3825793,125.1575852,0,1
player_696290,67.18637618,3162.930988,13.11100582,3.370619057,0.905779407,6.903773025,0.474951694,2.559263366,0.778450794,5.460939606,0.064511666,323.7868138,100.962507,0,1
player_696290,49.62668267,4944.458236,2.096371975,7.812115581,0.331564959,21.86648512,0.955766661,20.66486294,0.492362918,22.73978504,-0.204960319,674.4318507,246.357917,1,1
player_696289,52.56524445,1425.882569,1.210032565,5.954433146,0.315364752,8.364685966,0.114960379,11.58781547,0.077978485,2.429340071,-0.009076664,333.0273426,63.33311631,1,1
player_696290,102.0120279,2932.286513,19.04753564,2.058523728,0.633166587,3.509862306,1.358855679,11.55858642,1.745109398,5.851178501,-0.178990131,642.2875916,21.36058672,0,1
player_696290,27.9545097,1979.028059,2.145081132,4.950755152,0.191220004,18.21828681,0.431833208,17.40474995,1.294061515,24.09746996,1.141230074,485.8461934,143.4486803,1,0
player_842297,50.06474117,3741.557755,7.784101974,2.315361864,0.766685629,9.74335114,0.029734481,4.778266925,0.664568024,21.68585932,1.325173239,368.905817,171.7179121,1,0
player_601143,26.10486125,12489.31098,1.594082669,7.808174536,1.512161995,9.092246052,0.370669124,17.01130269,0.224194699,21.94027885,0.876934281,323.1718329,104.9812413,1,1
player_696290,53.94411813,4416.489922,14.39494318,2.166944995,2.851513622,4.842947927,1.205161516,7.037735456,0.251585439,2.20235342,-0.142117308,241.8532313,140.474657,0,0
player_792415,59.59896078,194.1877658,6.278865296,4.048340538,1.090786691,7.241242237,0.048165809,2.611312419,0.963066444,21.46452118,-1.337518318,374.6794719,166.1368982,1,0
player_696290,61.46830427,4379.359926,10.00634525,3.869158602,0.003272742,4.158792565,0.953237845,9.479869798,1.752469163,6.684119375,-0.191195263,277.3176502,77.65337083,0,0
player_842297,84.57230128,1581.057346,2.490340303,3.213041751,0.7504735,14.32168674,0.418430284,15.26428179,1.351494356,21.574654,-0.032171534,458.2297381,240.9905914,1,1
player_696290,31.64298232,1452.41788,4.845370915,4.034367729,0.046087814,16.01830565,0.124707251,14.35092058,1.429693546,23.62216308,-1.372983166,275.5662486,135.5929071,1,0
player_842297,50.97018893,1156.917989,0.562821567,4.707895982,0.858274489,14.61211222,0.090183714,11.9205138,0.13811642,22.0040534,-0.521216043,443.5606386,216.739395,1,0
player_786843,97.50328678,7130.68314,15.68177776,2.84836735,2.063684479,3.671843985,2.439152017,7.764520251,0.767994774,2.140616276,-1.311560418,388.4981206,151.1866952,1,1
player_786843,54.06343525,4034.826525,15.76941452,2.84944737,1.159462048,4.616993416,0.469025318,14.33223927,0.221329119,0.829744346,-1.360128915,342.6547644,133.3789189,0,1
player_696290,65.44858292,3035.52047,5.239158506,6.355325508,0.679430849,14.26101126,0.147523207,12.79478352,0.269266397,22.38473917,0.067707187,326.1126908,142.7092352,1,0
player_601143,35.90645583,13454.07008,2.462513018,4.771382419,0.598882038,18.26080472,0.102617168,16.24325185,0.089226766,21.87517398,0.133046198,397.4298999,159.9286409,1,0
player_696290,75.80200837,6505.292283,9.782160628,3.583899339,0.350736247,10.63420374,2.271210321,11.60604639,0.763292311,8.684498146,0.226259775,205.7337729,127.3308603,0,0
player_696290,67.48271108,2766.797437,3.311493682,8.239953221,0.132622891,10.92499154,0.115594031,8.965625223,0.121639787,17.46175996,0.979970625,343.77249,152.003521,0,1
player_842297,51.12454843,2570.261928,6.808814524,3.305756037,1.142426787,4.4336269,0.035768271,7.959857266,1.83808866,19.36361871,0.97044848,432.333848,212.0790108,0,1
player_842296,36.7008653,3678.589443,1.181372543,5.293969373,0.034007726,7.901179339,1.019091898,9.009616827,0.067321263,22.44312329,1.390715386,374.6936676,153.0745227,1,1
player_696290,82.09020813,5866.679119,15.54888089,1.195482407,0.39733829,8.236603558,2.062403815,17.76548348,2.048007329,7.384149141,0.184275534,464.7760115,163.0284273,0,1
player_786843,59.61423722,5779.764334,11.50573061,1.972284157,0.600170184,2.406520638,2.053596766,6.700046525,1.076475024,6.407624074,1.104183167,275.5866079,82.16638556,0,0
player_696289,57.90127053,1958.40827,2.853228895,2.154913763,2.558781237,6.057794894,0.092937473,7.338012378,0.359136616,4.040376669,-0.540007772,319.7152766,177.7142351,0,1
player_842297,51.73946039,2391.77406,2.490308883,6.566875612,0.243372783,16.13287998,0.484022212,16.26990709,0.657197561,21.92534148,-0.17224249,371.6063081,137.2476787,1,1
player_696290,59.58915335,8412.204997,10.3086043,1.536033532,0.671107088,2.898212078,2.274571822,7.88289113,0.727676939,4.744827438,1.559982235,411.2436913,53.40740327,0,0
player_842296,29.94048005,4675.259044,3.912991535,10.96170799,0.591680243,14.34753937,0.109570043,17.53887536,1.127973021,23.42390823,-0.170092618,599.4652179,142.5048445,1,0
player_842297,105.2306577,3443.539352,20.30059358,7.16535274,3.012276447,19.68718146,2.438656546,26.47620408,2.895376233,2.915048968,1.369193243,639.7921969,237.6397513,0,1
player_696289,37.87533664,3657.782334,2.884105905,2.275243328,0.548464886,5.98484732,2.732761722,17.4666626,2.38549204,4.445198298,-1.0821103,422.7421878,128.9376859,0,0
player_842297,46.35527671,3756.704531,15.71470815,2.845342522,0.525819256,6.657219554,1.453757203,12.96456516,1.158296001,2.629721849,-1.029920318,514.1208551,78.25748324,0,0
player_842296,110.4180038,849.1137506,2.329792736,5.321050023,0.283390856,14.93276129,0.150800207,12.17080494,0.391878535,22.07982993,-0.960940321,338.9293034,186.3543861,1,0
player_842297,100.8928896,6375.588113,13.58444622,2.399224217,2.768318208,2.784730586,2.005700028,9.76990784,1.565620382,0.514739396,1.141073784,261.3081764,100.3169081,0,1
player_601143,53.47265154,9959.148274,8.221659948,0.418829073,0.021165615,10.3805021,0.888313572,16.22692837,1.664900774,18.57209088,-1.241554145,399.5827623,188.8222179,0,0
player_696289,21.11065077,3619.082606,3.588517928,2.546053328,2.219119645,5.321720596,1.358412703,7.275254345,0.263708431,2.834642919,0.132783955,210.7273858,82.79589633,1,1
player_786843,45.369431,7197.944441,9.393888258,1.731413305,2.69718886,5.394626844,0.815354642,3.831628634,0.69126695,2.468807215,-0.214194226,426.0638258,80.32295952,0,0
player_842297,7.074800448,1325.289098,1.268854953,5.981802061,0.26058195,13.91009748,0.540835279,20.66412135,0.05929861,21.8569527,-0.033906465,453.4122855,93.77336155,1,1
player_786843,32.06300206,8243.67296,2.301795498,3.666060066,0.273328824,15.13338699,0.489004791,15.84073595,0.574954942,23.18889,-1.165276289,499.4867573,196.0421052,1,0
player_842297,57.50318535,3130.98533,1.926390854,1.318255306,2.499069358,2.239689483,0.131549608,3.025758457,1.934959157,0.639167859,0.0134554,129.711366,31.17917519,0,1
player_696289,58.85876196,458.2101451,3.305755332,5.70327789,0.954797374,6.246847943,2.17081061,8.875655318,0.212742006,2.51179471,0.154411266,339.5925371,83.31656642,1,1
player_842297,86.52026108,1834.812516,0.954569873,4.599500833,0.900885452,15.49523272,1.145912455,14.4674591,0.052671242,22.14187543,0.02199449,673.9436427,176.1870249,1,0
player_696290,116.4587796,4381.814113,6.787594939,5.673618178,0.030194756,6.582542241,0.61804926,5.863446397,1.203728114,21.70526001,1.354492302,463.5283702,199.8309472,0,1
player_842297,29.88939335,1017.669869,4.447895482,6.005737467,0.329233721,16.81499638,0.133128494,16.30769425,0.182573014,21.55466693,0.176298924,516.6546981,226.7207357,1,0
player_786843,64.64564023,8867.901972,2.964034378,4.910306269,0.260104554,13.41741543,0.693291861,13.67802115,0.325266438,21.8327919,0.789660031,342.3416869,160.7734317,1,0
player_601143,69.54036548,8865.835814,14.85091792,1.972139582,1.011681403,8.725527158,0.744068591,12.96116642,0.74553645,4.677740562,0.211700574,813.7794122,157.615553,0,0
player_842297,41.49025987,4471.941382,4.348684683,5.311085184,0.20854645,14.74964473,0.257983827,13.8204677,0.708508322,21.26455361,-0.028463881,297.4926373,205.0607578,1,1
player_696290,43.29733436,5687.569497,2.182285996,4.612642181,0.215369377,14.44192311,0.857035149,15.69789549,0.313498422,23.06059305,-1.255171503,329.2627453,158.4639807,1,1
player_696290,66.26365305,1194.939291,11.24952604,0.894499928,0.15292202,4.531979688,0.649795904,7.797029368,0.999332409,5.370873803,1.086184853,298.9747889,87.18901888,0,1
player_842297,24.116361,1267.227649,3.643540582,4.073238319,0.10383512,12.50497689,0.489821846,5.366591786,0.149915571,21.30582616,0.481088412,469.919939,195.3763685,1,0
player_696289,22.89194003,1149.605493,4.625239437,1.461031985,1.927492842,4.523331394,2.627278751,8.68937208,2.096334843,1.448922767,-0.843906384,487.2166457,168.3763085,1,1
player_696289,35.30481904,5147.676166,1.662435422,2.070495559,2.907135929,3.611010953,0.26224069,4.342461409,1.030018378,1.364016888,-0.040288992,267.5725738,78.68960219,0,1
player_786843,30.73224096,5790.541506,5.867950125,1.822671534,1.187749823,4.220546722,0.858871559,8.072231249,1.199785339,7.943938695,1.501968808,393.3015859,138.9136217,0,0
player_601143,31.75283165,9114.226653,4.860882875,6.268792312,0.64614154,21.06119918,0.182451178,20.00393446,0.16923914,21.44268345,-0.069933505,422.393361,252.0526373,1,0
player_842297,3.403223502,1324.788235,2.933813364,4.163324655,0.170918176,15.11408038,0.382929858,16.99459259,0.417200882,20.8536976,-0.216024837,588.6853743,257.3486915,1,0
player_842297,101.5210105,453.0904169,7.447007396,2.276041056,0.999000406,4.51905554,0.572732883,2.787692615,1.012717363,2.89223766,-0.463714098,73.69114913,46.37142277,0,1
player_842297,89.81834829,467.8846327,5.232460881,1.842888235,2.273616687,3.929533933,0.168509137,6.401527349,1.216614358,13.15971318,1.037329243,200.6883675,127.9048724,0,0
player_696290,61.30300308,3863.44857,12.05953168,2.751003884,0.707296775,7.847209103,1.859776763,6.985741524,0.095866625,2.320789881,0.049736335,309.2853326,124.2354017,0,1
player_786843,35.74513219,9993.581286,1.669046391,7.693739889,0.13657677,18.47416858,0.005789641,17.35217667,0.05781147,21.45719168,0.015300829,546.3100971,188.9838032,1,1
player_842297,30.48349667,4654.427894,2.519634875,4.954695331,0.811732874,11.09807004,0.197144877,12.53622853,0.971855087,22.06007716,-0.072102096,313.419879,155.9311396,1,0
player_842296,42.92564714,3105.043313,7.350435553,1.796205888,0.950352792,2.928536009,1.201951542,4.784769645,0.193154827,4.688090498,0.951227501,357.8251564,45.10034275,0,0
player_696290,103.7011589,1497.9782,12.41428136,3.614278847,1.991848653,3.742937268,2.944327488,7.213760495,2.978877796,5.678863558,1.026489241,335.0084057,43.72742484,0,0
player_696289,45.75844547,2805.972323,5.278680406,1.409597169,1.577347987,3.913614879,0.593551725,6.375707322,0.346389832,3.350109876,-0.199127766,433.7576974,82.02551109,1,0
player_842297,60.28416851,4370.508139,5.613656372,4.817232026,0.436401427,16.06745864,0.413418176,17.16080744,0.580168869,24.85371911,0.548735101,427.1503744,263.7354234,1,0
player_786843,30.14090866,5890.747136,2.952684145,7.283254035,0.658989588,14.09630916,0.35831778,20.61329452,1.2195191,21.55335631,-0.005668753,556.4402327,113.2272877,1,1
player_601143,46.33451458,11954.56324,14.15632521,2.164523582,0.908957871,3.020642965,0.006337812,8.968226414,1.187937255,2.99174358,1.235376202,430.2943602,141.1739837,1,1
player_842296,86.48165221,759.5816029,0.613821033,4.38052418,0.767127188,19.41040033,0.165039399,21.95745015,0.481244418,24.00627011,-0.002888,485.2148878,86.13893877,1,0
player_696290,97.13476617,4919.712979,21.60289643,2.606759132,0.826077883,13.8942851,3.109202687,22.01367061,3.103808415,2.638632118,1.506088889,548.238261,397.8029266,0,1
player_786843,46.96684298,9619.389316,13.70943161,2.570221506,1.116436741,4.53218648,2.729519463,7.314307154,1.10255088,0.67494184,-0.066944645,198.7633568,105.3399802,0,0
player_786843,72.83220947,6521.702951,0.879163453,10.82482841,0.581387343,13.13417358,0.939237471,20.45278033,1.277443306,21.96149676,-0.002810832,577.8815335,167.5882507,1,0
player_696290,19.71970059,5556.978957,2.760317228,5.893359686,0.497525981,7.391996628,0.027028125,20.71343841,0.962805234,22.73272268,-0.011108885,583.4375347,164.9023495,1,0
player_786843,9.779215128,11289.14784,1.721176169,6.289685311,0.057559729,15.14921636,1.108041923,19.53808526,0.93593486,21.95637132,0.048727694,418.8883695,240.6673349,1,1
player_842297,50.82255239,75.48607281,5.096484118,4.616926072,0.477114357,9.826732066,0.844366106,17.23054153,0.305719642,22.27745811,-1.212636725,297.8795896,162.3204679,1,0
player_842297,61.46164399,3652.104549,9.352909366,2.428016286,0.022404239,4.494730156,0.705700975,8.560441609,0.199329609,2.776606618,1.536250894,577.4694884,153.2567677,0,0
player_842297,72.71387415,228.8222203,7.323252259,4.502280809,0.042520053,10.24403603,0.164021431,7.496207172,0.616979866,21.12120477,-1.456605962,374.1792081,154.115687,1,1
player_786843,52.3062795,4935.953017,8.450187819,2.908261651,1.424592668,6.808435487,0.703808589,6.1040642,0.818009004,7.896283681,-0.52398168,267.1705851,111.0748952,1,1
player_696290,78.37353269,5492.40077,0.805311465,4.728173754,0.748835375,6.479489325,0.131898079,11.27263004,0.6196924,22.07321033,1.065936781,526.0330017,127.6586783,1,0
player_696289,58.60370941,416.1402915,7.910964325,3.289499729,1.086137953,8.82973049,2.118808929,13.10173662,0.298285169,6.353424916,-0.902323098,514.5117411,178.934205,0,1
player_696290,35.21420695,2932.863383,2.764209919,6.934743801,0.943409967,7.583884999,0.25724555,16.0182368,1.23573857,22.8924866,-1.154371968,444.8919246,160.069058,1,1
player_842297,32.44488137,2710.22675,0.444592939,5.682156296,0.175894591,6.669945016,1.154130246,22.72213738,1.037233942,21.51006721,-0.030198359,667.9952453,284.0701482,1,1
player_786843,62.45096277,9020.683623,11.159742,2.322335962,1.86828563,2.825436085,0.978514076,8.484357131,0.888917318,2.52432194,0.892250517,443.7118333,74.04392431,0,0
player_696290,88.39436355,4037.062768,1.698346179,6.918009574,0.018993974,12.34852967,0.985710339,16.92662877,1.454795283,21.72214311,-0.014843924,331.808352,134.5772493,1,1
player_786843,7.295171382,9905.890784,2.352324292,5.201533595,0.108164313,15.80714877,0.694954462,17.77494523,0.705335453,22.15377725,-0.103370916,243.7474125,188.9185845,1,0
player_696290,114.418788,2190.370085,13.292384,4.300012998,3.140739638,5.89417099,2.083011929,7.444417927,1.726721682,0.680630879,0.977887527,474.7888443,42.19777665,0,1
player_842296,102.1947023,3728.208468,2.029402034,8.777202683,0.113717477,15.93949324,0.036215326,10.58142081,0.03951703,22.83556735,-0.988167904,337.1986094,175.1637969,1,0
player_842297,4.06397442,62.06396878,7.815335423,0.797387793,0.29705892,8.04674031,1.26217916,12.00761212,0.091449289,3.373589577,-0.305451904,419.9670742,202.5019999,1,0
player_601143,55.10204304,11855.25985,7.430503977,4.689479651,0.96177142,6.680621908,0.209179422,6.636028552,2.829653978,11.26978645,0.769655776,311.6120187,232.2150644,0,0
player_696290,47.46998112,7510.715556,11.20379523,1.392631129,1.500893502,4.842328761,1.005333666,6.293640684,1.053335112,5.67521772,-1.444268238,142.6433169,55.44245971,0,0
player_696289,21.18054894,5381.545199,3.163763162,1.658759962,0.417736206,2.722319789,2.74972856,14.91891304,0.121620992,3.257857809,-0.338534082,427.1702968,57.95260429,0,1
player_601143,54.12867618,12501.63978,0.78573585,7.879096094,0.260483121,11.92895818,0.590858336,19.13236245,0.368180876,21.57242979,0.089482971,390.5269105,144.5596305,1,1
player_696289,34.51083848,727.7139441,2.217331793,3.094395817,2.595994131,4.671185665,1.769563259,14.58083947,2.161176471,1.82912173,-1.216994316,311.4725833,112.274766,1,1
player_786843,47.83403287,9794.753091,3.927934389,1.050641555,2.727767954,3.16829312,1.340503924,8.897707753,0.166355629,5.621610357,0.149947296,252.2046863,110.1428763,0,0
player_786843,87.24013302,6601.909945,4.798358553,5.159699198,0.153743027,5.791249976,0.835947775,10.84523237,0.46286519,21.50208695,0.295492738,419.0760196,187.0263768,1,0
player_601143,116.4817003,10948.49982,14.74077531,5.410256468,1.818526812,5.450304456,0.818621882,5.099412848,1.226039777,2.824296288,0.159203192,250.6408433,578.5731129,1,1
player_842297,74.40184137,3071.508722,2.335122477,7.375720099,0.299302268,14.25795647,0.164211081,20.61678068,0.458243697,21.33957388,-0.079218431,305.7068065,294.0996265,1,0
player_696290,62.93495716,4086.298123,11.85948354,3.73770221,0.321317708,13.2168669,0.112580288,14.48815985,2.0191684,36.44225921,0.986248595,672.2267969,703.375446,1,0
player_696290,76.05360869,9667.116192,12.78126311,2.559929763,2.9808236,5.627769225,1.077406319,5.93436428,3.069498699,2.886102749,0.922831745,349.2989682,78.10021216,0,1
player_786843,51.38710462,7294.362018,1.992039639,5.267431167,0.143085156,8.527702761,1.133308929,17.67923492,0.438131082,22.01716534,-0.015384059,517.7626589,168.400772,1,1
player_601143,14.71942534,8244.092399,1.395732458,6.883192453,0.433122438,16.99605799,0.87340573,16.96823359,1.202259623,25.50085085,1.506269395,659.9260917,319.602215,1,0
player_842296,61.65154876,814.2419154,1.665114111,5.781997014,0.095769418,11.3533994,0.198840665,8.106309552,0.532908128,24.03505017,1.369321206,322.2499227,165.6522339,1,0
player_601143,122.6040264,12193.60203,17.04931827,10.73052848,1.625256771,16.78663331,1.186049806,9.35918253,1.52674517,2.047518434,-0.087137529,571.0993592,164.7150489,0,1
player_842297,101.3841852,3701.784083,1.530756742,1.639003049,2.562627874,6.516390704,0.610437981,0.861909846,1.396836311,2.517321602,-0.446659465,259.8678073,229.1346496,0,1
player_786843,39.58740305,4050.732765,11.4374733,2.514345736,2.366335813,4.945767132,1.762149395,5.822220279,0.790191524,3.365382461,0.001209372,330.6604974,136.6410385,0,1
player_842296,67.63878436,2616.456228,13.21579765,1.949312862,0.147407751,5.014193798,2.118697474,5.870882882,0.442771029,7.240883182,-1.29492371,213.1488887,101.043692,0,1
player_601143,177.3245515,16175.34087,11.92672207,3.5191147,1.580257165,3.544515155,0.546466437,23.01667094,1.586799903,5.526780682,-0.218578669,985.0966357,282.0251142,0,1
player_842297,56.5212156,2184.790512,13.29239446,3.805769198,0.976144236,6.901166126,0.660128935,11.33501112,0.447147018,4.571107507,-0.329994099,318.5104981,31.9318939,0,1
player_696290,96.87702947,5924.38835,2.218103387,3.243773958,0.246858582,17.57664688,1.045146886,20.27756891,1.404093942,21.76073382,-0.04082752,590.5435859,220.8368345,1,0
player_786843,39.16385271,7441.135577,3.378292164,8.616812557,0.247586582,19.06153024,0.074432333,18.45831093,1.095889498,22.82508323,-0.049804853,451.7890657,180.2534114,1,1
player_842297,82.89706071,1580.330627,0.593501626,4.217061447,0.373532927,13.11900708,0.139884249,14.57723274,0.209733176,23.69560547,-0.513008044,563.3342689,185.1470778,1,0
player_696289,96.77535464,3305.256419,4.31845766,3.986457356,2.98166602,9.385604871,0.57227789,3.455442378,1.800421362,1.29264317,0.6702139,281.712052,222.9160509,0,1
player_786843,132.499924,7822.010403,17.52705961,8.964860142,2.208083399,33.78942714,2.329715455,11.35381965,1.624059102,1.881017475,0.578835705,970.1909891,413.648911,0,1
player_842297,74.1357952,2249.334766,10.50690508,3.753098928,1.332912924,5.871545648,0.575005376,8.421085592,0.704461601,4.368884129,-0.847120251,355.6847432,96.82922042,0,1
player_842297,66.91675412,2971.963283,2.971949022,5.757081113,0.000450634,10.05265964,0.376862107,4.442745886,9.79E-05,25.89383828,-0.750102726,579.1408521,213.5785959,1,0
player_696290,72.23050975,5123.316736,5.760679132,4.571428136,0.199155596,9.582167937,0.899387998,11.92965989,1.7516451,17.81414568,-1.316698087,268.3757017,100.5679331,0,0
player_842297,65.80166164,3232.943754,1.853198959,3.051469823,0.012636692,16.7298261,0.867927257,18.51585611,1.230212889,21.79405814,-0.077435145,439.636109,202.6752003,1,0
cluster,34.88905879,769.6963529,1.079230208,4.911499727,0.058955667,16.49739504,0.727410894,18.51338041,0.923189821,24.11180958,0.527784842,391.6517797,211.1397574,1,0
player_842297,71.27444852,301.6415259,13.64153189,2.03613309,1.577808941,3.290332957,0.515701138,6.008177569,0.836185841,7.576099728,0.256405724,249.3941032,87.69401652,0,0
player_842297,98.21615779,1010.514856,13.93372608,0.161951418,1.285432459,3.711641575,0.45607387,4.433483854,1.062516062,4.573753824,-0.32408886,471.186981,133.3495999,0,1
player_601143,88.8814976,11592.37023,1.29362144,3.74470565,1.017714531,13.59196613,0.185790961,11.61281514,0.781900693,21.34149366,0.107956958,459.2725736,167.7986119,1,1
player_696289,56.58640044,2200.548677,8.660144822,4.050290846,2.362376051,9.184359421,0.015434234,12.95512454,1.437169561,2.432740541,-0.110176954,331.8720064,119.9785942,0,1
player_842297,65.61494406,2458.61609,5.912512258,4.812964333,0.160793218,6.78357407,0.439072269,3.998351106,0.274767574,21.10502774,0.801660137,452.6467146,136.5404229,1,0
player_696289,87.66136895,1884.809294,7.117774431,3.986724375,1.804834849,7.743099895,0.166151823,11.79076186,1.052912046,0.843628344,-0.537845885,446.8576279,131.7223106,1,1
player_842297,44.94740926,4950.904045,5.043807806,3.787455557,0.178081732,10.07952088,0.48585081,11.01767894,0.735654662,17.17959794,-1.349945523,268.3666166,95.77868307,0,0
player_842296,73.76292779,3026.888003,5.852783316,8.388291641,0.442670466,9.499804366,0.10491535,7.960378791,0.870691939,23.25206851,-1.003246975,241.5449345,15.87482141,0,0
player_696290,28.90076244,1074.910904,1.076332635,7.281001611,0.559239866,14.90254918,0.709572307,12.85728001,0.975284448,22.38942441,-0.925348941,425.4128325,120.8662019,1,0
player_786843,119.583524,7190.964626,10.61806968,2.862659166,0.518852813,3.637755339,1.354728103,8.819267037,0.919003981,7.241012294,1.022637892,268.4402067,79.52192087,0,0
player_786843,65.34617603,8031.639571,14.3088856,3.430026852,2.296164079,5.563791641,2.183322439,10.14196385,2.009209983,1.790278556,0.845465808,566.4450601,148.3589533,0,1
player_696290,85.33602282,6308.961838,7.965885191,6.239032871,1.005855613,7.012878505,1.201079915,9.2942485,0.533970702,2.240169699,-1.305130766,1133.020215,119.188463,1,0
player_786843,41.99020094,5434.173586,2.46020598,5.624736344,0.212759786,14.04531469,0.850872201,13.83861741,1.10427118,22.67618023,1.178110061,541.6846553,234.8635479,1,1
